description,price,rank,link,other_name,g3d_mark,name
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 600 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,125,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600M+GS&id=1274,"NVIDIA GeForce 8600M GS, NVIDIA GeForce 8600M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 8600M GS [Dox Optimised 181.20: Per, NVIDIA GeForce 8600M GS [Dox Optimised 181.20: Qua, NVIDIA GeForce 8600M GS [Dox Optimised 185.68]",NA,GeForce 8600M GS
,,147,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600GS&id=1273,"NVIDIA GeForce 8600GS, NVIDIA GeForce 8600GS (Prerelease - WDDM 1.1)",5.90,GeForce 8600GS
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 675 MHz, Memory Clock(s): 2000 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 75 W",,289,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GTS&id=118,"NVIDIA GeForce 8600 GTS, NVIDIA GeForce 8600 GTS (Omega 2.169.21), NVIDIA GeForce 8600 GTS (Prerelease - WDDM 1.1)",NA,GeForce 8600 GTS
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 475 MHz, Memory Clock(s): 800 / 1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 20 W",,170,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600M+GT&id=1275,"NVIDIA GeForce 8600M GT, NVIDIA GeForce 8600M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 8600M GT [Custom Forceware 178.24], NVIDIA GeForce 8600M GT [Dox Optimised 185.68]",NA,GeForce 8600M GT
"Bus Interface: PCIe 1.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 540 MHz, Memory Clock(s): 800,1400 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 47 W",,244,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GT&id=64,"NVIDIA GeForce 8600 GT, NVIDIA GeForce 8600 GT (Omega 1.169.25), NVIDIA GeForce 8600 GT (Omega 2.169.21), NVIDIA GeForce 8600 GT (Prerelease - WDDM 1.1)",NA,GeForce 8600 GT
"Bus Interface: PCIe 1.0 x16, Max Memory Size: 512 MB, Core Clock(s): 540 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 47 W",,144,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8600+GS&id=1272,NVIDIA GeForce 8600 GS,NA,GeForce 8600 GS
"Bus Interface: PCIe 1.0 x16,PCI, Max Memory Size: 1024 MB, Core Clock(s): 450 MHz, Memory Clock(s): 400 (800) MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 45 W",,138,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8500+GT&id=1270,"NVIDIA GeForce 8500 GT, NVIDIA GeForce 8500 GT (Omega 2.169.21), NVIDIA GeForce 8500 GT (Prerelease - WDDM 1.1)",NA,GeForce 8500 GT
Bus Interface: PCIe 3.0 x16,,1085,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+845M&id=3126,NVIDIA GeForce 845M,NA,GeForce 845M
,,876,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+840A&id=3045,NVIDIA GeForce 840A,NA,GeForce 840A
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1029 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 30 W",,899,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+840M&id=2873,NVIDIA GeForce 840M,NA,GeForce 840M
"Bus Interface: PCIe x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 14 W",,98,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+GT&id=1268,"NVIDIA GeForce 8400M GT, NVIDIA GeForce 8400M GT (Prerelease - WDDM 1.1), NVIDIA GeForce 8400M GT (Sony Vaio ), NVIDIA GeForce 8400M GT (Sony Vaio AR51J), NVIDIA GeForce 8400M GT (Sony VAIO), NVIDIA GeForce 8400M GT [Dox Optimised 185.68]",NA,GeForce 8400M GT
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 11 W",,82,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+GS&id=1266,"NVIDIA GeForce 8400M GS, NVIDIA GeForce 8400M GS (Prerelease - WDDM 1.1), NVIDIA GeForce 8400M GS nvac, NVIDIA GeForce 8400M GS [Dox Optimised 180.84], NVIDIA GeForce 8400M GS [Dox Optimised 182.05], NVIDIA GeForce 8400M GS [Dox Optimised 182.46], NVIDIA GeForce 8400M GS [Dox Optimised 185.68]",5.50,GeForce 8400M GS
,,68,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400+SE&id=1264,NVIDIA GeForce 8400 SE,NA,GeForce 8400 SE
"Bus Interface: PCIe x16, Max Memory Size: 128 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 10 W",,59,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400M+G&id=1265,"NVIDIA GeForce 8400M G, NVIDIA GeForce 8400M G (Prerelease - WDDM 1.1)",NA,GeForce 8400M G
"Bus Interface: PCIe 1.0 x16,PCI, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 40 W",,114,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400+GS&id=73,"NVIDIA GeForce 8400 GS, NVIDIA GeForce 8400 GS (Omega 1.169.25), NVIDIA GeForce 8400 GS (Omega 2.169.21), NVIDIA GeForce 8400 GS (Prerelease - WDDM 1.1), NVIDIA GeForce 8400GS",2.99,GeForce 8400 GS
,,101,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8400&id=1262,NVIDIA GeForce 8400,1.45,GeForce 8400
"Bus Interface: PCIe 3.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 1029 MHz, Graphics API Support: DirectX 11.2 OpenGL 4.5 Max TDP: 25 W",,859,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+830M&id=2982,NVIDIA GeForce 830M,NA,GeForce 830M
,,990,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+830A&id=3094,NVIDIA GeForce 830A,NA,GeForce 830A
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 40 W",,68,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8300+GS&id=1261,NVIDIA GeForce 8300 GS,NA,GeForce 8300 GS
,,93,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8300&id=1260,"NVIDIA GeForce 8300, NVIDIA GeForce 8300 (Prerelease - WDDM 1.1)",4.09,GeForce 8300
"Bus Interface: PCIe 3.0 x8, Max Memory Size: 2048 MB, Core Clock(s): 850 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 33 W",,751,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+825M&id=2971,NVIDIA GeForce 825M,NA,GeForce 825M
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 954 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 15 W",,611,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820M&id=2785,NVIDIA GeForce 820M,NA,GeForce 820M
,,694,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820A&id=3210,NVIDIA GeForce 820A,NA,GeForce 820A
"Bus Interface: Integrated (PCIe 2.0 x16), Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800,1066 MHz, Graphics API Support: DirectX 10 OpenGL 3.3 Max TDP: 19.2 W",,57,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8200M+G&id=1259,"NVIDIA GeForce 8200M G, NVIDIA GeForce 8200M G (Prerelease - WDDM 1.1)",NA,GeForce 8200M G
,,80,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8200&id=1258,"NVIDIA GeForce 8200, NVIDIA GeForce 8200 (Prerelease - WDDM 1.1)",NA,GeForce 8200
,,492,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+810M&id=3005,NVIDIA GeForce 810M,NA,GeForce 810M
,,85,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8100+%2F+nForce+720a&id=1257,"NVIDIA GeForce 8100 / nForce 720a, NVIDIA GeForce 8100 / nForce 720a (Prerelease - WD",NA,GeForce 8100 / nForce 720a
,,547,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+800M&id=3015,NVIDIA GeForce 800M,NA,GeForce 800M
,,638,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+810A&id=3099,NVIDIA GeForce 810A,NA,GeForce 810A
,,441,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+800A&id=3356,NVIDIA GeForce 800A,NA,GeForce 800A
"Bus Interface: PCI-E x16, Max Memory Size: 1024 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,191,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7950+GX2&id=1256,"NVIDIA GeForce 7950 GX2, NVIDIA GeForce 7950 GX2 (Prerelease - WDDM 1.0)",3.48,GeForce 7950 GX2
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,264,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7950+GT&id=1255,"MSI NX7950 GT (NVIDIA GeForce 7950 GT), NVIDIA GeForce 7950 GT, NVIDIA GeForce 7950 GT (Omega 1.169.25), NVIDIA GeForce 7950 GT (Omega 2.169.21), NVIDIA GeForce 7950 GT (Prerelease - WDDM 1.0)",2.30,GeForce 7950 GT
"Bus Interface: PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 650 MHz, Memory Clock(s): 1600 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,305,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GTX&id=1254,"MSI NX7900 GTX (NVIDIA GeForce 7900 GTX), NVIDIA GeForce 7900 GTX, NVIDIA GeForce 7900 GTX (Omega 2.169.21), NVIDIA GeForce 7900 GTX (Prerelease - WDDM 1.0)",NA,GeForce 7900 GTX
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,246,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GT%2FGTO&id=1253,"MSI NX7900 GT/GTO (NVIDIA GeForce 7900 GT/GTO), NVIDIA GeForce 7900 GT/GTO, NVIDIA GeForce 7900 GT/GTO (Prerelease - WDDM 1.0)",NA,GeForce 7900 GT/GTO
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,258,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GT&id=1252,"MSI NX7900 GT (NVIDIA GeForce 7900 GT), NVIDIA GeForce 7900 GT",NA,GeForce 7900 GT
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 450 MHz, Memory Clock(s): 1320 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,218,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7900+GS&id=1251,"NVIDIA GeForce 7900 GS, NVIDIA GeForce 7900 GS (NGOHQ.com), NVIDIA GeForce 7900 GS (Omega 1.169.25), NVIDIA GeForce 7900 GS (Omega 2.169.21), NVIDIA GeForce 7900 GS (Prerelease - WDDM 1.0)",NA,GeForce 7900 GS
"Bus Interface: PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 550 MHz, Memory Clock(s): 1700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1 Max TDP: 86 W",,223,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GTX&id=1250,"NVIDIA GeForce 7800 GTX, NVIDIA GeForce 7800 GTX (Omega 2.169.21), NVIDIA GeForce 7800 GTX (Prerelease - WDDM 1.0)",NA,GeForce 7800 GTX
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,195,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GT&id=1249,"NVIDIA GeForce 7800 GT, NVIDIA GeForce 7800 GT (Prerelease - WDDM 1.0)",2.44,GeForce 7800 GT
"Bus Interface: AGP 8x, Max Memory Size: 256 MB, Core Clock(s): 375 MHz, Memory Clock(s): 1200 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,177,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7800+GS&id=1248,"NVIDIA GeForce 7800 GS, NVIDIA GeForce 7800 GS (Omega 1.169.25), NVIDIA GeForce 7800 GS (Prerelease - WDDM 1.0)",NA,GeForce 7800 GS
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 560 MHz, Memory Clock(s): 1400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,182,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7600+GT&id=1243,"MSI NX7600 GT (NVIDIA GeForce 7600 GT), NVIDIA GeForce 7600 GT, NVIDIA GeForce 7600 GT (Omega 2.169.21), NVIDIA GeForce 7600 GT (Prerelease - WDDM 1.0), NVIDIA GeForce 7600 GT [NGOHQ.com], WinFast A7600 GT (NVIDIA), WinFast PX7600 GT Extreme",2.14,GeForce 7600 GT
,,134,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7650+GS&id=1247,"NVIDIA GeForce 7650 GS, NVIDIA GeForce 7650 GS (Prerelease - WDDM 1.0)",NA,GeForce 7650 GS
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,135,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7600+GS&id=9,"Inno3D GeForce 7600 GS, MSI NX7600 GS (NVIDIA GeForce 7600 GS), NVIDIA GeForce 7600 GS, NVIDIA GeForce 7600 GS (NGOHQ.com), NVIDIA GeForce 7600 GS (Omega 1.169.25), NVIDIA GeForce 7600 GS (Omega 2.169.21), NVIDIA GeForce 7600 GS (Prerelease - WDDM 1.0), NVIDIA GeForce 7600 GS by GOZ@www.Tweakforce.com, NVIDIA GeForce 7600 GS [Dox Optimised 182.46], WinFast PX7600 GS, WinFast PX7600 GS Extreme(NVIDIA), WinFast PX7600 GS(NVIDIA)",1.58,GeForce 7600 GS
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 263,324 MHz, Memory Clock(s): 550 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,70,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7500+LE&id=39,"NVIDIA GeForce 7500 LE, NVIDIA GeForce 7500 LE (Prerelease - WDDM 1.0)",NA,GeForce 7500 LE
,,775,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+730A&id=3306,NVIDIA GeForce 730A,NA,GeForce 730A
,,74,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7350+LE&id=1241,NVIDIA GeForce 7350 LE,NA,GeForce 7350 LE
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 666 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,39,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+SE&id=1236,"NVIDIA GeForce 7300 SE, NVIDIA GeForce 7300 SE /7200 GS, NVIDIA GeForce 7300 SE/7200 GS",NA,GeForce 7300 SE
"Bus Interface: PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 450 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0 OpenGL 2.0",,42,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+SE%2F7200+GS&id=1238,"NVIDIA GeForce 7300 SE/7200 GS, NVIDIA GeForce 7300 SE/7200 GS (Prerelease - WDDM",NA,GeForce 7300 SE/7200 GS
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 350 MHz, Memory Clock(s): 650 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,108,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+GT&id=1233,"Inno3D GeForce 7300 GT, MSI NX7300 GT (NVIDIA GeForce 7300 GT), NVIDIA GeForce 7300 GT, NVIDIA GeForce 7300 GT (Prerelease - WDDM 1.0), NVIDIA GeForce 7300 GT by TweaksRUs",0.72,GeForce 7300 GT
"Bus Interface: PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 350 MHz, Memory Clock(s): 666 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,55,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+LE&id=1235,"MSI NX7300 LE (NVIDIA GeForce 7300 LE), NVIDIA GeForce 7300 LE, NVIDIA GeForce 7300 LE (Prerelease - WDDM 1.0), WinFast PX7300 LE",1.72,GeForce 7300 LE
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 550 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,66,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7300+GS&id=1232,"MSI NX7300 GS(NVIDIA GeForce 7300 GS), MSI NX7300GS (NVIDIA GeForce 7300 GS), NVIDIA GeForce 7300 GS, NVIDIA GeForce 7300 GS (Prerelease - WDDM 1.0), NVIDIA GeForce 7300GS, WinFast PX7300 GS",NA,GeForce 7300 GS
,,18,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7150M+%2F+nForce+630M&id=1229,"NVIDIA GeForce 7150M / nForce 630M, NVIDIA GeForce 7150M / nForce 630M (Prerelease - W",NA,GeForce 7150M / nForce 630M
,,33,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7150+%2F+nForce+630i&id=1228,"NVIDIA GeForce 7150 / nForce 630i, NVIDIA GeForce 7150 / NVIDIA nForce 630i",NA,GeForce 7150 / nForce 630i
"Bus Interface: PCIe 2.0 x16, Max Memory Size: 2048 MB, Core Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.5 Max TDP: 12 W",,561,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+710M&id=2399,NVIDIA GeForce 710M,NA,GeForce 710M
,,485,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+710A&id=2622,NVIDIA GeForce 710A,NA,GeForce 710A
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 350 MHz, Memory Clock(s): 600 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,43,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7100+GS&id=1227,"MSI NX7100 GS (NVIDIA GeForce 7100 GS), NVIDIA GeForce 7100 GS, NVIDIA GeForce 7100 GS (Prerelease - WDDM 1.0)",NA,GeForce 7100 GS
,,454,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+705M&id=2781,NVIDIA GeForce 705M,NA,GeForce 705M
"Bus Interface: PCIe 2 x1, Core Clock(s): 600 MHz, Memory Clock(s): Shared MHz, Graphics API Support: DirectX 11.1 OpenGL 2.1",,31,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7100+%2F+nForce+630i&id=1226,"NVIDIA GeForce 7100 / nForce 630i, NVIDIA GeForce 7100 / NVIDIA nForce 630i, NVIDIA GeForce 7100 / NVIDIA nForce 630i (Prerelea",NA,GeForce 7100 / nForce 630i
,,22,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7050+PV+%2F+nForce+630a&id=1224,"NVIDIA GeForce 7050 PV / nForce 630a, NVIDIA GeForce 7050 PV / NVIDIA nForce 630a, NVIDIA GeForce 7050 PV / NVIDIA nForce 630a (Prere",NA,GeForce 7050 PV / nForce 630a
,,26,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7050+%2F+nForce+630i&id=1223,"NVIDIA GeForce 7050 / nForce 630i, NVIDIA GeForce 7050 / NVIDIA nForce 630i",NA,GeForce 7050 / nForce 630i
,,27,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7050+%2F+nForce+610i&id=1221,"NVIDIA GeForce 7050 / nForce 610i, NVIDIA GeForce 7050 / NVIDIA nForce 610i, NVIDIA GeForce 7050 / NVIDIA nForce 610i (Prerelea",NA,GeForce 7050 / nForce 610i
,,32,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7050+%2F+nForce+620i&id=1222,"NVIDIA GeForce 7050 / nForce 620i, NVIDIA GeForce 7050 / NVIDIA nForce 620i",NA,GeForce 7050 / nForce 620i
,,13,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7000M+%2F+nForce+610M&id=1218,NVIDIA GeForce 7000M / nForce 610M,NA,GeForce 7000M / nForce 610M
,,25,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7025+%2F+nForce+630a&id=1220,"NVIDIA GeForce 7025 / nForce 630a, NVIDIA GeForce 7025 / NVIDIA nForce 630a, NVIDIA GeForce 7025 / NVIDIA nForce 630a (Prerelea",NA,GeForce 7025 / nForce 630a
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 325 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,101,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+XT&id=1216,"NVIDIA GeForce 6800 XT, NVIDIA GeForce 6800 XT (Prerelease - WDDM 1.0)",NA,GeForce 6800 XT
"Bus Interface: Hyper Transport, Max Memory Size: 256 MB, Core Clock(s): 350 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,13,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+7000M&id=1217,"NVIDIA GeForce 7000M, NVIDIA GeForce 7000M [Dox Optimised 180.84: Qualit",NA,GeForce 7000M
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 512 MB, Core Clock(s): 400 MHz, Memory Clock(s): 1100 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,139,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+Ultra&id=1214,NVIDIA GeForce 6800 Ultra,NA,GeForce 6800 Ultra
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 128 MB, Core Clock(s): 325 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,110,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+LE&id=1213,NVIDIA GeForce 6800 LE,NA,GeForce 6800 LE
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 325 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,100,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+GS%2FXT&id=1208,"NVIDIA GeForce 6800 GS/XT, NVIDIA GeForce 6800 GS/XT by TweaksRUs",NA,GeForce 6800 GS/XT
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 350 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,144,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+GT&id=1210,"NVIDIA GeForce 6800 GT, NVIDIA GeForce 6800 GT (DNA-Force 2.2.8185 Source), NVIDIA GeForce 6800 GT (Prerelease - WDDM 1.0)",NA,GeForce 6800 GT
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 425 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,136,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800+GS&id=1207,"MSI NX6800GS (NVIDIA GeForce 6800 GS), NVIDIA GeForce 6800 GS, NVIDIA GeForce 6800 GS (Prerelease - WDDM 1.0), WinFast PX6800 GS",NA,GeForce 6800 GS
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 325 MHz, Memory Clock(s): 700 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,112,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6800&id=1205,"NVIDIA GeForce 6800, NVIDIA GeForce 6800 (Prerelease - WDDM 1.0)",2.81,GeForce 6800
,,91,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6610+XL&id=1203,NVIDIA GeForce 6610 XL,NA,GeForce 6610 XL
,,103,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6700+XL&id=1204,NVIDIA GeForce 6700 XL,NA,GeForce 6700 XL
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 300 MHz, Memory Clock(s): 400 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,50,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6600+LE&id=1201,"NVIDIA GeForce 6600, NVIDIA GeForce 6600 LE, WinFast PX6600 LE",NA,GeForce 6600 LE
"Bus Interface: AGP 8x,PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 500 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,102,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6600+GT&id=1199,"Inno3D GeForce 6600 GT, MSI MS-StarForce GeForce 6600 GT (NVIDIA GeForce 6, MSI MS-StarForce GeForce 6600 GT (NVIDIA GeForce 6600 GT), MSI NX 6600GT (NVIDIA GeForce 6600 GT), MSI NX6600 GT (NVIDIA GeForce 6600 GT), MSI NX6600GT (NVIDIA GeForce 6600 GT), NVIDIA GeForce 6600 GT, NVIDIA GeForce 6600 GT (Omega 1.169.25), NVIDIA GeForce 6600 GT (Omega 2.169.21), NVIDIA GeForce 6600 GT (Prerelease - WDDM 1.0), NVIDIA GeForce 6600 GT by TweaksRUs, WinFast A6600 GT, WinFast PX6600 GT, WinFast PX6600 GT Extreme",1.58,GeForce 6600 GT
"Bus Interface: PCI-E x16, Max Memory Size: 256 MB, Core Clock(s): 400 MHz, Memory Clock(s): 666 MHz, Graphics API Support: DirectX 9.0c OpenGL 2.1",,38,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+6500&id=1197,NVIDIA GeForce 6500,NA,GeForce 6500
